participant_id,participant_id_str,trial_index,sequence_a,sequence_b,chose_left,chose_right,model,n_a,h_a,alts_a,max_run_a,n_b,h_b,alts_b,max_run_b,p_a,p_alts_a,max_run_norm_a,imbalance_a,periodicity_a,p_b,p_alts_b,max_run_norm_b,imbalance_b,periodicity_b
2,subjective_randomness_run1_20260617_230228_p2,5,HTHTHT,HTTHTTT,1,0,,6,3,5,1,7,2,3,3,0.5,1.0,0.0,0.0,1.0,0.2857142857142857,0.5,0.3333333333333333,0.4285714285714286,0.7142857142857142
2,subjective_randomness_run1_20260617_230228_p2,7,HTHTHTH,TTTHTTTT,1,0,,7,4,6,1,8,1,2,4,0.5714285714285714,1.0,0.0,0.1428571428571428,1.0,0.125,0.2857142857142857,0.42857142857142855,0.75,0.75
2,subjective_randomness_run1_20260617_230228_p2,9,THHT,TTTT,1,0,,4,2,2,2,4,0,0,4,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,11,HTHT,HTTHT,1,0,,4,2,3,1,5,2,3,2,0.5,1.0,0.0,0.0,1.0,0.4,0.75,0.25,0.19999999999999996,0.0
2,subjective_randomness_run1_20260617_230228_p2,13,TTHTTTT,HTHHTT,1,0,,7,1,2,4,6,3,3,2,0.14285714285714285,0.3333333333333333,0.5,0.7142857142857143,0.7142857142857142,0.5,0.6,0.2,0.0,0.6666666666666667
2,subjective_randomness_run1_20260617_230228_p2,15,TTTT,HTHT,1,0,,4,0,0,4,4,2,3,1,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,17,HHHHHHH,HTHT,1,0,,7,7,0,7,4,2,3,1,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,19,HTHHT,THTH,1,0,,5,3,3,2,4,2,3,1,0.6,0.75,0.25,0.19999999999999996,0.19999999999999996,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,21,HTHTTHT,TTTHTTHT,1,0,,7,3,5,2,8,2,4,3,0.42857142857142855,0.8333333333333334,0.16666666666666666,0.1428571428571429,0.4285714285714286,0.25,0.5714285714285714,0.2857142857142857,0.5,0.5
2,subjective_randomness_run1_20260617_230228_p2,23,THTHT,TTTHTTHT,1,0,,5,2,4,1,8,2,4,3,0.4,1.0,0.0,0.19999999999999996,1.0,0.25,0.5714285714285714,0.2857142857142857,0.5,0.5
2,subjective_randomness_run1_20260617_230228_p2,25,HTHT,THTTH,1,0,,4,2,3,1,5,2,3,2,0.5,1.0,0.0,0.0,1.0,0.4,0.75,0.25,0.19999999999999996,0.19999999999999996
2,subjective_randomness_run1_20260617_230228_p2,27,HTHT,TTTH,1,0,,4,2,3,1,4,1,1,3,0.5,1.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.6666666666666666,0.5,0.5
2,subjective_randomness_run1_20260617_230228_p2,29,HTHTHT,HTHHHHT,1,0,,6,3,5,1,7,5,3,4,0.5,1.0,0.0,0.0,1.0,0.7142857142857143,0.5,0.5,0.4285714285714286,0.4285714285714286
2,subjective_randomness_run1_20260617_230228_p2,31,HHTHT,TTTTTTT,1,0,,5,3,3,2,7,0,0,7,0.6,0.75,0.25,0.19999999999999996,0.19999999999999996,0.0,0.0,1.0,1.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,33,HTTHTT,THTH,1,0,,6,2,3,2,4,2,3,1,0.3333333333333333,0.6,0.2,0.33333333333333337,1.0,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,35,HTTHTHH,THTH,1,0,,7,4,4,2,4,2,3,1,0.5714285714285714,0.6666666666666666,0.16666666666666666,0.1428571428571428,0.7142857142857142,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,37,HHTH,HTHT,1,0,,4,3,2,2,4,2,3,1,0.75,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,39,TTTHTHTT,HHTHTHT,1,0,,8,2,4,3,7,4,5,2,0.25,0.5714285714285714,0.2857142857142857,0.5,0.5,0.5714285714285714,0.8333333333333334,0.16666666666666666,0.1428571428571428,0.1428571428571428
2,subjective_randomness_run1_20260617_230228_p2,41,HTHTHT,TTTT,1,0,,6,3,5,1,4,0,0,4,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,43,TTTTH,TTTTHHH,1,0,,5,1,1,4,7,3,1,4,0.2,0.25,0.75,0.6,0.6000000000000001,0.42857142857142855,0.16666666666666666,0.5,0.1428571428571429,0.1428571428571428
2,subjective_randomness_run1_20260617_230228_p2,45,THHT,THTHTH,1,0,,4,2,2,2,6,3,5,1,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,47,TTHT,THTH,1,0,,4,1,2,2,4,2,3,1,0.25,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,49,HTHT,HTTHHHTH,1,0,,4,2,3,1,8,5,4,3,0.5,1.0,0.0,0.0,1.0,0.625,0.5714285714285714,0.2857142857142857,0.25,0.75
2,subjective_randomness_run1_20260617_230228_p2,51,HHHHT,HTHT,1,0,,5,4,1,4,4,2,3,1,0.8,0.25,0.75,0.6000000000000001,0.6000000000000001,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,53,THHTHTHT,TTTHT,1,0,,8,4,6,2,5,1,2,3,0.5,0.8571428571428571,0.14285714285714285,0.0,0.5,0.2,0.5,0.5,0.6,0.6000000000000001
2,subjective_randomness_run1_20260617_230228_p2,55,TTHTH,HTHT,1,0,,5,2,3,2,4,2,3,1,0.4,0.75,0.25,0.19999999999999996,0.19999999999999996,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,57,TTHTTH,THTH,1,0,,6,2,3,2,4,2,3,1,0.3333333333333333,0.6,0.2,0.33333333333333337,1.0,0.5,1.0,0.0,0.0,1.0
2,subjective_randomness_run1_20260617_230228_p2,59,HTHT,TTTH,1,0,,4,2,3,1,4,1,1,3,0.5,1.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.6666666666666666,0.5,0.5
2,subjective_randomness_run1_20260617_230228_p2,61,THTHTH,TTHT,1,0,,6,3,5,1,4,1,2,2,0.5,1.0,0.0,0.0,1.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.5
2,subjective_randomness_run1_20260617_230228_p2,63,HHTH,THTHTHHT,1,0,,4,3,2,2,8,4,6,2,0.75,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.8571428571428571,0.14285714285714285,0.0,0.5
2,subjective_randomness_run1_20260617_230228_p2,65,TTTT,THHTHHT,1,0,,4,0,0,4,7,4,4,2,0.0,0.0,1.0,1.0,1.0,0.5714285714285714,0.6666666666666666,0.16666666666666666,0.1428571428571428,1.0
3,subjective_randomness_run1_20260617_230228_p3,3,HTHT,THTTH,1,0,,4,2,3,1,5,2,3,2,0.5,1.0,0.0,0.0,1.0,0.4,0.75,0.25,0.19999999999999996,0.19999999999999996
3,subjective_randomness_run1_20260617_230228_p3,5,HTTTTH,THTH,1,0,,6,2,2,4,4,2,3,1,0.3333333333333333,0.4,0.6,0.33333333333333337,0.33333333333333326,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,7,HTHTHT,TTTT,1,0,,6,3,5,1,4,0,0,4,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,9,HTTHTHH,THTH,1,0,,7,4,4,2,4,2,3,1,0.5714285714285714,0.6666666666666666,0.16666666666666666,0.1428571428571428,0.7142857142857142,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,11,HTHTHTH,TTTHTTTT,1,0,,7,4,6,1,8,1,2,4,0.5714285714285714,1.0,0.0,0.1428571428571428,1.0,0.125,0.2857142857142857,0.42857142857142855,0.75,0.75
3,subjective_randomness_run1_20260617_230228_p3,13,TTHTH,HTHT,1,0,,5,2,3,2,4,2,3,1,0.4,0.75,0.25,0.19999999999999996,0.19999999999999996,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,15,TTTTH,TTTTHHH,1,0,,5,1,1,4,7,3,1,4,0.2,0.25,0.75,0.6,0.6000000000000001,0.42857142857142855,0.16666666666666666,0.5,0.1428571428571429,0.1428571428571428
3,subjective_randomness_run1_20260617_230228_p3,17,HTHT,TTTH,1,0,,4,2,3,1,4,1,1,3,0.5,1.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.6666666666666666,0.5,0.5
3,subjective_randomness_run1_20260617_230228_p3,19,THHT,THTHTH,1,0,,4,2,2,2,6,3,5,1,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,21,HTHTTHT,TTTHTTHT,1,0,,7,3,5,2,8,2,4,3,0.42857142857142855,0.8333333333333334,0.16666666666666666,0.1428571428571429,0.4285714285714286,0.25,0.5714285714285714,0.2857142857142857,0.5,0.5
3,subjective_randomness_run1_20260617_230228_p3,23,THTHTH,TTHT,1,0,,6,3,5,1,4,1,2,2,0.5,1.0,0.0,0.0,1.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.5
3,subjective_randomness_run1_20260617_230228_p3,25,HHTH,THTHTHHT,1,0,,4,3,2,2,8,4,6,2,0.75,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.8571428571428571,0.14285714285714285,0.0,0.5
3,subjective_randomness_run1_20260617_230228_p3,27,TTHT,THTH,1,0,,4,1,2,2,4,2,3,1,0.25,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,29,HTTHTT,THTH,1,0,,6,2,3,2,4,2,3,1,0.3333333333333333,0.6,0.2,0.33333333333333337,1.0,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,31,THHT,TTTT,1,0,,4,2,2,2,4,0,0,4,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,33,HHHHHHH,HTHT,1,0,,7,7,0,7,4,2,3,1,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,35,THTHT,TTTHTTHT,1,0,,5,2,4,1,8,2,4,3,0.4,1.0,0.0,0.19999999999999996,1.0,0.25,0.5714285714285714,0.2857142857142857,0.5,0.5
3,subjective_randomness_run1_20260617_230228_p3,37,TTTT,HTHT,1,0,,4,0,0,4,4,2,3,1,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,39,TTHTTTT,HTHHTT,1,0,,7,1,2,4,6,3,3,2,0.14285714285714285,0.3333333333333333,0.5,0.7142857142857143,0.7142857142857142,0.5,0.6,0.2,0.0,0.6666666666666667
3,subjective_randomness_run1_20260617_230228_p3,41,HTHT,HTTHT,1,0,,4,2,3,1,5,2,3,2,0.5,1.0,0.0,0.0,1.0,0.4,0.75,0.25,0.19999999999999996,0.0
3,subjective_randomness_run1_20260617_230228_p3,43,TTTT,THHTHHT,1,0,,4,0,0,4,7,4,4,2,0.0,0.0,1.0,1.0,1.0,0.5714285714285714,0.6666666666666666,0.16666666666666666,0.1428571428571428,1.0
3,subjective_randomness_run1_20260617_230228_p3,45,HTHT,HTTHHHTH,1,0,,4,2,3,1,8,5,4,3,0.5,1.0,0.0,0.0,1.0,0.625,0.5714285714285714,0.2857142857142857,0.25,0.75
3,subjective_randomness_run1_20260617_230228_p3,47,HHHHT,HTHT,1,0,,5,4,1,4,4,2,3,1,0.8,0.25,0.75,0.6000000000000001,0.6000000000000001,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,49,TTHTTH,THTH,1,0,,6,2,3,2,4,2,3,1,0.3333333333333333,0.6,0.2,0.33333333333333337,1.0,0.5,1.0,0.0,0.0,1.0
3,subjective_randomness_run1_20260617_230228_p3,51,HTHT,TTTH,1,0,,4,2,3,1,4,1,1,3,0.5,1.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.6666666666666666,0.5,0.5
